name,rating,position,overall_pace,overall_shoot,overall_passing,overall_dribbling,overall_defending,overall_physical,acceleration,sprint_speed,finishing,shot_power,long_shots,volleys,penalties,vision,crossing,free_kicks,short_passing,long_passing,curve,agility,balance,reactions,ball_controll,dribbling,composure,interceptions,heading,defensive_awareness,standing_tackle,sliding_tackle,jumping,stamina,strength,agression
Iñigo Martínez,82,CB,71,56,67,61,82,80,70,71,42,81,74,37,39,55,53,55,75,83,72,67,60,81,74,48,70,83,81,0,82,84,91,69,82,86
Lucas Digne,82,LB,78,69,80,79,77,76,80,76,60,83,76,68,60,75,88,83,81,73,83,74,78,81,82,78,81,80,72,0,78,80,92,85,69,76
Marko Arnautović,82,ST,78,82,79,79,44,82,76,79,81,84,82,79,79,81,77,72,81,74,79,70,77,79,84,77,79,38,79,0,42,39,77,77,87,77
Nico Schlotterbeck,82,CB,76,56,66,72,84,78,77,76,49,75,60,51,38,67,48,35,77,79,49,68,66,81,71,72,76,82,85,0,87,80,77,73,81,79
Geoffrey Kondogbia,82,CM,68,75,77,76,81,88,67,69,69,87,83,62,53,84,64,66,83,81,64,73,58,84,79,76,83,85,77,0,82,80,79,87,91,86
Dani Olmo,82,CAM,67,76,81,86,50,60,77,58,74,79,77,76,66,83,78,75,84,79,72,86,86,83,86,86,82,57,43,50,50,44,55,80,54,51
Florian Wirtz,82,CAM,78,73,80,86,51,60,76,79,78,67,70,68,60,85,77,54,82,82,76,85,82,80,88,86,80,45,39,55,57,44,52,79,50,63
Arnaut Danjuma,82,LM,88,81,75,82,42,68,85,90,85,81,78,58,75,78,77,59,79,66,79,84,76,79,82,83,77,32,49,0,52,47,67,76,70,55
Luis Muriel,82,ST,89,83,74,86,27,67,87,90,84,81,84,78,89,78,71,78,80,55,79,85,85,84,83,88,82,16,69,0,24,22,60,73,72,50
Leonardo Spinazzola,82,LWB,91,64,73,80,78,69,93,90,60,68,68,59,59,72,83,45,78,64,66,80,69,82,80,82,69,80,69,0,78,75,69,75,66,71
Idrissa Gueye,82,CDM,67,66,72,78,83,76,69,66,60,82,72,36,55,70,60,66,80,76,60,78,81,81,79,76,79,86,69,0,87,83,83,85,68,83
Gabriel Paulista,82,CB,67,49,71,65,84,83,65,69,42,61,50,48,51,65,67,46,80,74,57,65,63,81,69,60,69,87,81,0,83,82,84,80,82,87
Otávio,82,RM,78,69,80,85,63,71,81,76,68,72,67,66,72,83,79,72,81,78,80,85,83,82,85,86,81,62,57,0,67,52,54,86,62,80
Raúl Jiménez,82,ST,73,81,76,80,47,82,66,79,81,84,74,80,92,78,73,51,81,75,75,72,65,82,80,82,81,53,80,45,38,30,74,79,85,82
Azpilicueta,82,CB,64,55,76,72,84,76,68,61,46,68,60,51,66,72,80,58,79,79,68,67,73,86,77,68,78,83,78,85,85,84,83,76,70,87
Wilfried Zaha,82,LW,91,79,73,86,37,76,90,91,81,83,72,68,78,72,75,54,76,69,71,85,75,74,87,88,81,35,47,0,39,36,58,78,77,77
Aurélien Tchouaméni,82,CM,70,70,79,78,81,82,68,71,67,78,75,50,55,82,68,53,85,84,76,73,70,83,80,78,83,85,74,0,83,78,74,84,82,82
Anderson Talisca,82,CF,80,82,78,83,52,75,84,76,81,84,86,76,75,77,74,85,80,78,84,87,75,79,84,83,77,52,77,45,55,42,66,82,76,67
Ruslan Malinovskyi,82,CF,76,81,83,81,64,80,76,76,74,92,88,70,84,83,79,86,85,81,85,69,73,79,86,83,75,66,74,0,72,50,74,82,81,78
Willi Orban,82,CB,57,36,53,56,84,81,50,63,38,37,29,31,41,44,39,32,71,58,28,48,56,77,58,52,72,82,85,0,85,81,91,68,85,83
Christian Eriksen,82,CM,61,78,88,80,53,52,63,60,73,84,85,80,67,86,86,87,89,90,89,68,78,79,89,77,87,56,52,0,57,22,49,59,52,46
Zlatan Ibrahimović,82,ST,58,85,76,77,34,72,55,61,84,86,85,87,80,83,71,74,77,72,79,67,51,77,85,75,90,20,82,28,37,24,77,34,85,84
Jonathan Tah,82,CB,67,37,59,61,83,85,59,73,32,60,26,33,38,56,35,27,78,68,37,48,40,77,66,60,74,81,83,0,84,81,70,78,92,79
Coutinho,82,CAM,62,79,80,88,52,59,74,53,75,82,86,78,70,82,78,86,80,77,90,91,92,80,89,89,79,49,48,55,54,47,58,74,52,59
Isco,82,CAM,65,75,80,88,59,58,68,62,76,69,78,67,74,81,78,76,81,80,88,79,88,75,90,91,82,61,55,0,64,51,60,58,58,57
Toby Alderweireld,82,CB,57,55,70,67,85,75,53,60,45,78,58,38,58,62,64,59,77,81,63,54,62,85,74,62,86,83,81,0,87,82,81,72,76,77
Noussair Mazraoui,82,RB,84,66,77,82,76,74,83,84,69,68,61,56,44,77,79,42,83,76,69,86,69,78,84,83,79,80,65,0,78,80,69,88,70,69
Giovanni Di Lorenzo,82,RB,85,66,73,77,78,80,85,85,64,72,69,60,59,66,78,69,77,71,69,78,78,80,77,76,77,79,71,0,80,75,83,90,76,75
André Silva,82,ST,74,83,70,82,47,78,76,73,84,83,78,84,84,74,60,39,79,63,77,77,75,85,84,82,84,59,85,0,40,34,88,79,77,75
Gonçalo Guedes,82,ST,86,83,74,83,38,70,85,87,82,87,88,75,69,76,81,70,70,69,76,84,75,81,82,84,78,50,75,0,34,30,63,72,72,64
Bukayo Saka,82,RM,84,74,78,83,65,65,87,82,77,72,69,70,70,81,81,69,80,65,80,83,83,82,82,84,79,68,45,68,69,67,54,80,58,66
Kevin Volland,82,ST,70,85,79,80,46,84,71,70,85,87,84,85,72,81,78,80,80,74,79,73,79,83,80,80,84,45,76,0,50,33,76,85,86,80
Emre Can,82,CM,80,78,77,80,82,87,67,91,75,85,81,71,68,79,64,64,83,83,77,72,75,82,79,83,80,84,82,0,84,85,87,88,86,88
Dimitri Payet,82,CAM,70,78,84,83,40,65,71,69,75,82,80,76,81,87,85,81,83,80,83,81,74,79,85,84,83,37,59,38,37,39,34,67,71,54
Simon Kjær,82,CB,62,54,64,60,84,78,55,68,55,74,41,37,61,55,50,66,75,70,52,55,55,78,69,52,70,84,80,0,84,78,77,63,83,83
Sébastien Haller,82,ST,65,80,62,74,52,82,56,73,83,83,65,83,88,72,42,46,76,51,57,66,52,82,78,74,82,36,86,0,61,56,82,73,92,67
Ben Chilwell,82,LWB,76,60,78,78,78,75,77,75,58,74,47,65,52,75,84,67,80,74,71,69,72,81,81,79,75,76,69,0,80,82,86,86,69,73
Matthias Ginter,82,CB,60,59,71,66,84,79,54,64,55,79,46,53,67,72,68,42,78,78,44,55,49,85,75,61,76,83,82,85,86,78,77,75,84,72
Grimaldo,82,LB,87,65,81,83,74,71,86,87,52,79,79,61,54,78,82,81,83,79,85,84,86,83,83,83,83,79,66,0,76,74,64,90,63,69
Antony Matheus dos Sa...,82,RW,93,74,75,86,39,69,95,91,76,73,76,67,66,79,79,74,75,62,80,92,85,75,88,85,80,39,45,0,37,21,57,79,62,76
Manuel Locatelli,82,CDM,63,72,79,78,79,79,62,63,69,77,80,64,60,82,70,64,85,83,68,69,60,83,82,78,77,79,68,0,82,75,65,90,78,72
Robin Gosens,82,LWB,82,75,74,79,77,80,79,84,79,76,68,71,55,60,82,58,80,77,69,71,66,84,81,80,77,77,82,0,78,79,90,86,76,80
Lucas Tolentino Coelh...,82,CAM,72,78,79,85,69,78,71,73,79,77,77,74,75,82,72,74,82,78,77,75,77,81,86,88,88,71,68,0,72,63,78,81,77,76
Sergi Darder,82,CM,82,74,82,83,74,77,81,83,69,83,78,74,60,84,75,65,86,85,84,81,75,77,84,83,85,75,60,0,77,75,60,86,75,76
Matheus Cunha,81,ST,84,82,75,84,32,74,81,86,84,83,82,75,74,77,75,64,78,67,77,85,70,82,84,86,82,33,90,0,39,45,74,81,72,68
Tasos Douvikas,81,ST,92,81,73,81,45,82,91,92,83,82,75,71,83,67,69,56,80,74,63,77,73,79,82,83,77,50,91,37,37,36,92,88,84,66
Robert Tesche,81,CM,66,78,80,81,82,83,65,66,76,83,80,82,73,79,79,74,82,76,82,79,88,82,83,80,85,84,83,83,82,77,96,81,83,81
Olivier Kemen,81,CM,87,80,77,83,77,91,88,87,81,88,79,61,68,84,65,63,81,82,62,86,88,83,82,83,81,76,76,73,81,82,99,90,93,85
Kevin Nisbet,81,ST,81,84,76,80,50,83,81,81,86,84,78,79,79,82,64,78,80,76,76,85,84,82,80,78,82,54,88,41,46,43,77,87,84,75
Joseph Paintsil,81,RW,97,81,72,85,44,83,98,97,81,80,85,65,79,72,70,53,78,66,78,99,99,77,80,84,79,43,54,44,38,51,99,89,90,54
Collins Fai,81,RB,95,40,72,79,76,82,97,93,28,68,35,29,42,75,77,39,77,72,51,99,99,77,73,74,78,76,62,77,80,78,99,87,75,89
Wataru Endo,81,CM,70,66,73,82,81,79,76,65,64,73,71,27,64,77,57,48,83,81,45,77,82,85,85,81,86,81,81,82,81,74,96,95,70,79
Salem Al Dawsari,81,LW,88,78,74,86,55,82,87,88,78,76,81,81,72,78,74,64,74,71,72,86,90,80,83,88,81,53,58,66,43,54,46,91,80,84
Jordan Ayew,81,RW,81,80,76,83,60,79,81,81,80,83,79,79,81,79,79,74,80,59,80,84,79,81,83,84,74,55,80,56,63,51,77,80,78,80
Sergi Darder,82,CM,82,74,82,83,74,77,81,83,69,83,78,74,60,84,75,65,86,85,84,81,75,77,84,83,85,75,60,0,77,75,60,86,75,76
Matheus Cunha,81,ST,84,82,75,84,32,74,81,86,84,83,82,75,74,77,75,64,78,67,77,85,70,82,84,86,82,33,90,0,39,45,74,81,72,68
Tasos Douvikas,81,ST,92,81,73,81,45,82,91,92,83,82,75,71,83,67,69,56,80,74,63,77,73,79,82,83,77,50,91,37,37,36,92,88,84,66
Robert Tesche,81,CM,66,78,80,81,82,83,65,66,76,83,80,82,73,79,79,74,82,76,82,79,88,82,83,80,85,84,83,83,82,77,96,81,83,81
Olivier Kemen,81,CM,87,80,77,83,77,91,88,87,81,88,79,61,68,84,65,63,81,82,62,86,88,83,82,83,81,76,76,73,81,82,99,90,93,85
Kevin Nisbet,81,ST,81,84,76,80,50,83,81,81,86,84,78,79,79,82,64,78,80,76,76,85,84,82,80,78,82,54,88,41,46,43,77,87,84,75
Joseph Paintsil,81,RW,97,81,72,85,44,83,98,97,81,80,85,65,79,72,70,53,78,66,78,99,99,77,80,84,79,43,54,44,38,51,99,89,90,54
Collins Fai,81,RB,95,40,72,79,76,82,97,93,28,68,35,29,42,75,77,39,77,72,51,99,99,77,73,74,78,76,62,77,80,78,99,87,75,89
Wataru Endo,81,CM,70,66,73,82,81,79,76,65,64,73,71,27,64,77,57,48,83,81,45,77,82,85,85,81,86,81,81,82,81,74,96,95,70,79
Salem Al Dawsari,81,LW,88,78,74,86,55,82,87,88,78,76,81,81,72,78,74,64,74,71,72,86,90,80,83,88,81,53,58,66,43,54,46,91,80,84
Jordan Ayew,81,RW,81,80,76,83,60,79,81,81,80,83,79,79,81,79,79,74,80,59,80,84,79,81,83,84,74,55,80,56,63,51,77,80,78,80
Kerem Aktürkoğlu,81,LM,90,78,75,83,43,62,95,86,80,77,81,61,69,79,71,81,78,64,82,95,75,79,81,85,73,28,60,38,50,48,50,83,56,51
Tiago Djaló,81,CB,85,49,67,70,82,83,83,87,42,69,44,41,55,63,60,36,77,73,55,72,50,81,73,68,77,81,74,82,84,80,73,72,91,80
Mislav Oršić,81,LM,92,84,76,80,61,66,91,93,82,86,89,82,83,74,83,86,75,66,90,94,90,84,80,77,77,88,82,None,87,84,71,87,62,51
Ivan Toney,81,ST,83,81,68,78,53,86,80,86,85,78,71,81,95,74,58,60,76,60,66,83,75,82,81,75,83,72,99,None,71,62,93,83,87,86
Ivan Toney,81,ST,83,81,68,78,53,86,80,86,85,78,71,81,95,74,58,60,76,60,66,83,75,82,81,75,83,53,85,44,52,46,93,83,87,86
Mislav Oršić,81,LM,92,84,76,80,61,66,91,93,82,86,89,82,83,74,83,86,75,66,90,94,90,84,80,77,77,63,59,61,62,60,70,87,62,51
Matty Cash,81,RB,82,68,72,77,76,78,81,83,69,79,66,49,45,68,78,49,74,72,67,80,76,80,76,77,74,99,73,0,99,99,79,89,70,84
Daniel Wass,81,CM,75,78,82,78,76,77,73,76,76,85,81,70,62,80,81,86,83,82,80,74,73,81,81,78,79,99,99,0,99,99,69,85,75,74
Thorgan Hazard,81,LM,78,77,80,84,54,66,84,74,75,78,77,78,80,79,80,80,81,76,83,87,88,82,83,84,79,94,63,0,68,80,61,77,64,58
Leandro Trossard,81,LM,84,80,78,83,31,63,91,78,80,80,81,76,77,78,79,71,79,76,84,94,87,74,80,83,84,27,96,0,46,27,79,75,61,48
Vitinha,81,CM,75,69,81,85,68,57,78,72,67,70,72,63,74,82,73,63,87,85,64,92,86,76,86,84,84,99,56,0,99,98,58,78,47,55
Davy Klaassen,81,CAM,70,82,76,78,74,79,69,71,84,83,76,84,78,80,69,54,81,78,63,67,70,82,82,77,84,99,99,0,99,94,71,90,74,80
Arkadiusz Milik,81,ST,63,84,70,76,40,71,58,68,86,86,81,80,81,65,64,85,74,65,77,66,63,76,81,76,78,50,99,0,47,44,66,62,77,69
Pablo Fornals,81,CAM,69,76,81,81,70,72,70,68,74,79,80,74,56,83,80,73,84,81,74,78,77,77,85,81,79,99,73,0,99,99,51,85,68,72
Nordi Mukiele,81,RWB,80,50,69,74,82,82,79,81,41,68,53,40,46,65,73,33,73,71,70,69,67,75,76,74,74,99,99,0,99,99,92,81,81,85
Benjamin White,81,CB,72,30,68,74,83,78,70,73,23,52,26,22,25,69,54,20,81,80,46,65,57,82,78,74,82,99,99,0,99,99,81,77,78,80
Ryan Gravenberch,81,CM,79,77,80,85,69,74,78,80,77,79,80,70,59,82,77,71,82,80,76,82,79,75,87,86,78,99,85,0,99,87,74,83,77,53
Ben Davies,81,CB,69,59,73,74,82,76,70,69,59,66,53,49,55,66,72,49,79,76,73,66,71,85,79,72,78,99,99,0,99,99,80,78,72,83
Ellyes Skhiri,81,CDM,69,73,73,77,81,77,66,71,74,76,73,61,59,69,69,57,79,73,74,76,66,80,79,76,77,99,99,0,99,99,78,93,69,79
Gonzalo Montiel,81,RB,85,61,71,77,77,83,86,85,57,66,60,42,76,71,75,40,75,67,60,84,77,78,76,75,77,99,99,0,99,99,82,95,74,89
Takehiro Tomiyasu,81,RB,76,34,68,73,81,81,78,74,30,43,29,31,38,64,66,38,76,71,49,71,72,80,77,71,74,99,99,0,99,99,72,82,82,80
Matheus Nunes,81,CM,84,72,75,84,75,78,83,85,72,78,69,58,60,79,61,60,81,79,76,76,77,85,84,86,81,99,78,0,99,99,55,88,76,78
Sérgio Oliveira,81,CM,60,79,84,78,72,72,64,57,73,86,85,80,83,83,83,83,85,83,83,68,70,80,83,78,83,99,99,0,99,90,60,78,68,78
Djibril Sow,81,CM,78,70,78,79,78,80,77,79,70,73,71,67,59,79,71,63,82,84,69,76,74,79,83,77,82,99,93,0,99,99,73,88,76,81
Eric Dier,81,CB,55,65,71,66,81,85,54,56,53,85,75,52,75,65,65,77,75,77,69,37,47,81,74,67,78,99,99,0,99,99,72,71,92,89
Nikola Milenković,81,CB,65,46,63,63,82,84,68,63,39,61,55,36,35,56,67,29,70,67,44,51,35,77,71,61,75,99,99,0,99,99,74,80,87,85
Nayef Aguerd,81,CB,74,51,65,66,81,78,66,81,41,70,55,42,49,61,49,42,77,73,56,59,57,81,76,59,74,99,99,0,99,99,90,77,77,78
Jordan Veretout,81,CDM,77,76,78,80,78,81,79,76,71,84,78,73,81,76,71,73,83,79,71,79,83,78,83,79,80,99,88,0,99,99,76,80,81,84
João Mário,81,CM,72,70,83,84,66,68,73,71,65,77,73,70,67,84,78,69,87,83,76,82,79,80,84,84,88,98,76,0,98,89,64,75,67,62
Dominic Calvert-Lewin,81,ST,82,78,65,77,40,81,74,88,82,80,66,73,78,65,66,55,72,48,65,69,65,80,80,77,77,50,99,0,44,33,92,77,83,79
Benjamin Pavard,81,RB,68,56,73,73,82,80,70,67,44,76,57,74,52,67,77,52,78,75,64,68,68,81,77,70,79,99,99,0,99,99,88,80,80,76
Anthony Martial,81,ST,84,80,73,85,36,67,86,83,80,84,75,77,81,76,74,55,78,61,85,80,80,79,85,88,79,45,93,0,44,41,73,63,74,55
Tyrell Malacia,81,LB,87,57,67,79,78,78,86,87,51,66,63,60,47,61,72,49,77,57,47,86,91,77,77,80,67,99,84,0,99,99,88,85,74,79
Danilo Pereira,81,CDM,57,64,71,72,80,86,48,64,58,76,68,56,58,71,57,54,81,78,55,54,50,76,76,74,78,99,99,0,99,99,77,84,90,81
Edson Álvarez,81,CDM,72,58,68,70,83,87,70,74,58,71,41,64,66,64,65,41,77,73,43,61,69,77,72,69,73,99,99,0,99,99,79,88,87,87
Granit Xhaka,81,CDM,50,65,80,71,71,82,49,51,51,91,76,51,64,78,72,78,85,85,77,50,63,75,82,68,69,99,92,0,99,99,34,84,81,93
Pedro,81,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Granit Xhaka,81,CDM,50,65,80,71,71,82,49,51,51,91,76,51,64,78,72,78,85,85,77,50,63,75,82,68,69,99,92,0,99,99,34,84,81,93
Pedro,81,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Danilo,81,RB,73,68,74,75,82,80,67,78,60,85,70,70,68,65,77,74,78,75,74,63,66,78,80,74,79,99,99,0,99,99,76,78,81,79
Jurriën Timber,81,CB,83,48,68,78,82,82,81,84,42,59,47,42,43,65,61,31,81,71,45,74,75,79,79,77,86,99,99,0,99,99,86,82,83,77
Leandro Paredes,81,CDM,65,72,83,79,77,79,66,64,62,89,78,72,65,85,80,79,83,85,81,67,74,77,81,80,85,99,89,0,99,99,66,76,78,90
Sardar Azmoun,81,ST,79,78,71,79,41,74,80,78,83,78,71,80,56,76,65,51,78,64,72,78,77,82,82,77,80,50,99,0,48,47,91,69,78,68
Éverton Ribeiro,81,RW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boulaye Dia,81,ST,85,80,63,78,28,78,82,88,84,81,71,73,79,66,51,50,75,55,57,70,69,78,80,80,65,34,99,0,26,22,78,75,85,64
Alex Sandro,81,LB,77,66,74,79,77,79,73,80,56,79,73,69,61,71,83,57,76,67,79,76,77,78,81,79,79,99,99,0,99,99,79,80,78,81
José Fonte,81,CB,32,47,63,63,83,81,32,32,43,61,44,37,44,64,48,33,75,70,52,38,49,84,69,62,80,99,99,0,99,99,73,77,83,84
Hans Vanaken,81,CM,45,80,82,77,60,75,37,51,83,77,76,80,81,85,78,76,85,81,79,58,41,79,83,79,87,87,99,0,79,71,53,89,77,58
Héctor Herrera,81,CM,67,76,77,77,77,83,66,67,73,82,79,61,68,79,66,69,82,80,70,71,68,80,80,77,78,99,90,0,99,99,76,87,82,84
Renato Sanches,81,CM,84,75,78,85,73,85,86,83,68,90,79,69,69,80,73,69,82,80,70,85,91,81,84,85,84,99,89,0,99,95,85,87,84,85
Kurt Zouma,81,CB,63,52,63,57,81,85,53,71,48,64,50,48,60,61,50,60,69,68,61,53,53,79,63,51,74,99,99,0,99,99,92,66,93,85
Axel Witsel,81,CDM,35,64,80,77,80,76,34,35,63,65,58,76,77,76,69,65,90,82,72,66,69,80,80,77,90,99,99,0,99,99,82,71,79,73
Gavi,81,CM,78,65,79,85,65,69,79,77,69,57,66,50,52,83,71,48,86,80,76,88,92,80,83,86,76,99,59,0,99,93,72,80,57,84
Wout Weghorst,81,ST,62,79,61,71,53,87,58,65,80,86,72,82,73,68,43,49,76,52,41,64,43,83,81,67,83,47,99,0,88,53,80,85,90,86
Alex Telles,81,LB,80,75,82,78,76,72,79,80,64,88,84,67,84,79,85,80,81,80,88,76,71,80,80,78,76,99,95,0,99,99,82,83,63,77
Munir,81,LW,79,80,77,84,36,65,82,76,81,80,79,82,68,79,76,70,83,65,84,85,82,80,85,84,82,39,99,0,42,39,67,71,65,59
Steven Bergwijn,81,LW,87,79,76,84,43,71,88,86,77,85,81,77,69,79,77,66,80,65,80,80,90,80,83,85,78,54,96,0,57,51,70,73,76,55
Manuel Lanzini,81,CAM,71,75,81,84,42,56,78,66,72,78,78,67,79,82,77,78,84,80,78,83,91,76,86,84,82,39,68,0,68,71,77,72,44,63
Luuk de Jong,81,ST,50,80,72,72,47,79,44,54,81,85,73,85,69,70,67,70,80,63,64,53,58,77,81,70,78,55,99,0,59,51,92,73,89,55
Weston McKennie,81,CM,83,75,77,81,79,84,82,83,75,75,74,76,62,79,74,64,80,78,78,76,70,80,83,82,81,99,99,0,99,99,93,88,82,81
Ridle Baku,81,RM,83,74,74,82,71,79,84,83,75,78,74,64,61,76,80,49,75,70,80,83,91,79,79,84,77,99,72,0,99,99,74,92,74,75
Luke Shaw,81,LB,77,55,79,79,80,79,75,78,45,75,55,57,39,81,83,55,81,71,84,71,79,77,81,79,82,99,99,0,99,99,84,73,78,86
Fred,81,CM,77,68,80,82,76,72,79,75,62,79,69,63,65,77,75,75,84,81,79,90,89,88,81,81,76,99,79,0,99,99,83,95,53,86
Nuno Mendes,81,LB,90,58,74,79,75,74,91,90,46,81,64,55,46,71,79,60,78,71,67,82,83,79,80,78,76,99,98,0,99,99,71,81,70,74
Nicolás González,81,RW,88,74,74,84,46,65,86,89,80,70,60,69,85,70,79,43,81,67,66,82,79,77,86,86,77,53,99,0,62,53,80,77,56,68
Pervis Estupiñán,81,LB,83,47,70,74,77,78,82,84,49,42,43,39,70,57,80,37,80,63,60,76,75,76,73,75,67,99,99,0,99,99,74,81,77,76
Kim Min Jae,81,CB,82,34,58,64,81,86,77,86,24,52,38,25,31,58,36,23,73,68,37,66,67,78,68,59,69,99,99,0,99,99,82,79,90,84
Juan Foyth,81,RB,74,47,70,74,81,79,73,75,44,57,43,44,48,66,71,48,77,70,62,71,73,78,79,71,69,99,99,0,99,99,75,75,80,81
Lovro Majer,81,CM,70,74,82,84,61,68,77,64,72,77,73,68,79,82,80,78,83,80,87,85,70,80,86,86,79,89,78,0,92,82,59,79,66,64
Mattéo Guendouzi,81,CM,74,67,80,78,78,81,73,74,65,75,67,56,63,84,67,68,86,81,77,82,73,77,81,76,79,99,95,0,99,99,73,89,76,85
Remo Freuler,81,CM,69,72,76,79,76,75,68,70,69,74,76,69,62,80,64,71,82,81,61,70,65,84,81,79,84,99,61,0,99,99,56,90,70,73
Adrien Rabiot,81,CM,76,74,77,80,77,80,71,80,69,87,76,70,68,75,71,60,84,81,56,70,70,81,84,81,81,99,98,0,99,99,74,88,81,70
Jonathan David,81,ST,85,81,72,79,34,73,83,87,84,79,76,75,77,74,68,59,78,70,59,77,72,78,80,80,83,47,99,0,41,27,88,85,79,38
Nélson Semedo,81,RWB,84,58,70,81,76,75,85,83,51,75,59,43,39,64,78,34,76,66,64,81,80,80,81,81,80,99,85,0,99,99,82,79,69,82
Daley Blind,81,CB,43,63,83,80,82,71,46,41,57,75,65,67,55,83,81,63,86,85,85,73,74,84,85,79,85,99,99,0,99,99,78,74,72,65
Josip Brekalo,81,CF,83,78,77,86,39,57,86,81,78,81,80,72,66,75,78,78,79,74,81,89,85,78,86,86,79,43,65,0,61,58,65,75,54,42
Marten de Roon,81,CDM,71,69,71,72,83,84,65,75,61,77,78,65,81,68,69,55,77,74,62,62,74,79,76,70,84,99,99,0,99,99,81,87,82,85
Nemanja Maksimović,81,CM,53,73,77,76,78,79,54,53,75,73,77,50,52,81,67,74,81,80,65,61,55,82,80,77,78,99,99,0,99,99,78,85,77,75
Nemanja Gudelj,81,CDM,55,71,80,71,76,86,53,57,59,86,82,70,75,75,75,80,85,79,81,61,51,72,80,68,82,99,99,0,99,99,69,83,89,84
Adama Traoré,81,RW,97,67,70,88,39,84,97,97,66,81,65,54,48,69,80,43,74,56,74,84,90,73,85,94,75,59,58,0,55,51,82,78,90,77
Donyell Malen,81,ST,90,80,73,85,36,75,92,88,81,87,74,77,76,78,72,62,76,65,77,88,86,82,85,86,79,41,92,0,44,47,79,80,76,64
Emiliano Buendía,81,RM,72,75,82,84,67,71,76,69,75,78,74,69,63,86,79,75,84,80,82,81,88,78,85,84,78,87,99,0,99,89,76,72,64,84
Youssouf Fofana,81,CDM,69,68,76,78,77,79,69,69,65,77,70,47,65,79,68,58,80,79,68,72,77,79,80,79,78,99,84,0,99,99,61,85,77,79
Joaquín Correa,81,CF,85,76,77,85,40,70,81,88,78,80,72,76,58,81,75,64,78,75,82,84,68,78,87,88,74,51,96,0,53,37,64,77,75,49
Reguilón,81,LWB,84,58,75,79,78,70,84,84,54,70,59,44,43,74,80,44,79,72,74,77,75,78,80,80,75,99,99,0,99,99,65,74,66,78
William Saliba,81,CB,79,40,68,72,81,80,77,80,38,62,24,35,48,63,59,36,79,74,56,51,59,81,80,72,78,99,97,0,99,99,72,70,84,83
Luka Jović,81,ST,76,80,69,80,30,76,74,78,81,84,77,85,68,71,68,57,73,62,78,77,80,82,82,80,80,31,99,0,35,22,78,76,80,64
Conor Coady,81,CB,49,58,76,68,81,75,44,54,52,69,61,57,61,73,68,58,82,86,61,49,56,81,81,62,82,99,99,0,99,99,86,75,76,68
Daichi Kamada,81,CAM,75,69,80,84,47,62,83,69,70,62,68,67,73,85,76,69,82,81,77,86,82,75,84,86,81,63,78,0,69,59,68,75,58,53
Conor Gallagher,81,CM,76,77,77,80,68,76,71,80,78,80,79,64,56,81,72,73,80,79,68,70,70,82,84,80,74,99,69,0,99,95,60,96,66,81
Mauro Arambarri,81,CDM,62,65,74,74,79,78,64,60,56,84,78,44,51,75,60,71,80,79,67,60,76,78,80,73,66,99,91,0,99,99,54,79,78,84
Rodrigo Bentancur,81,CM,69,63,81,82,79,79,68,70,56,70,66,72,65,80,78,70,85,83,73,72,76,79,85,84,83,99,91,0,99,99,75,88,74,80
William Carvalho,81,CDM,36,66,78,74,76,85,34,37,65,72,68,51,61,80,69,51,83,82,81,44,39,72,81,78,87,99,99,0,99,99,71,81,90,79
Adnan Januzaj,81,RW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanguy Ndombele,81,CM,68,72,81,87,69,70,70,66,69,80,75,63,59,86,75,60,86,81,76,82,87,78,87,89,87,99,80,0,99,99,60,54,77,75
Mauro Icardi,81,ST,67,81,69,77,40,72,67,67,82,84,74,81,83,78,51,56,81,58,75,65,76,81,80,76,83,42,99,0,47,35,93,66,76,61
David López,81,CB,55,62,72,70,83,80,56,54,53,82,64,59,53,73,58,48,83,80,53,42,58,81,82,69,77,99,99,0,99,99,83,64,86,83
Loïs Openda,81,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michy Batshuayi,81,ST,79,82,63,81,37,78,80,79,81,90,77,81,70,68,69,58,66,41,70,79,76,82,82,80,84,39,99,0,44,37,90,69,84,67
Peter Olayinka,81,LM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Žulj,81,CAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitaliy Buyalskyi,81,CAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enner Valencia,81,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jesper Lindstrøm,81,RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luiz Gustavo,81,CDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silas,81,RWB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabian Schär,81,CB,56,71,74,72,82,79,55,57,64,82,77,65,79,71,69,70,78,78,70,57,66,83,77,71,83,99,99,0,99,99,82,68,83,79
Denis Bouanga,81,LM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
